店名,种类,环境评分,服务评分,口味评分
盐欢·新派自贡菜(少陵路店),川菜,4.03,4.46,4.75
探鱼(成都大悦城店),川菜,3.96,4.06,3.96
情妹耙泥鳅,川菜,4.95,4.78,4.52
泰香米泰国餐厅(春熙路群光店),川菜,4.53,4.2,4.81
耍酒馆(光华店),川菜,4.73,3.9,4.25
蜀厨小匠(蒲江店),川菜,4.87,4.21,4.25
国土乡村菜馆·六扇门,川菜,3.91,4.51,4.38
杂咖音乐餐厅,川菜,4.83,4.36,4.97
拈一筷子.宜宾江湖菜(玉林店),川菜,3.99,4.33,4.65
百年神厨(都江堰店),川菜,4.66,4.91,4.23
拾叁月·派对私厨·下午茶,川菜,4.61,4.43,4.51
霸王虾?成都麻辣小龙虾(新华公园店),川菜,4.7,4.65,4.82
叶麻辣成都麻辣江湖菜,川菜,4.6,4.2,4.18
情妹妹干锅锅(高升桥店),川菜,4,4.35,3.89
秋金小炒(太古里店),川菜,3.89,4.92,4.35
醉桃花音乐餐吧,川菜,4.82,4.65,3.95
柴悦里老川菜(仁和新城店),川菜,4.89,4.34,4.16
眉州东坡(宽窄巷子店),川菜,3.88,3.9,3.91
茗虾荟(锦华万达店),川菜,3.95,4.93,4.86
菇菇宴川菜馆(营门口店),川菜,4.07,4.3,4.07
久曾鑫跷脚牛肉(慈惠堂店),川菜,4.06,3.96,4.72
轩轩小院,川菜,4.98,4.44,4.11
烤鱼爸爸,川菜,4.47,4.01,4.93
烤匠麻辣烤鱼(龙湖·金楠天街店),川菜,4.05,4.2,4.49
红杏酒家(荣华店),川菜,4.14,3.93,4.44
锅儿匠辣子鸡(沸城店),川菜,4.79,4.94,4.79
鸡毛店(双流广场店),川菜,4.67,4.95,3.92
洪川鱼庄,川菜,4.09,4.38,4.82
胡桃里(华侨城欢乐谷店),川菜,4.08,4.96,4.89
太二老坛子酸菜鱼(成都大悦城店),川菜,4.75,4.06,4.72
健哥纸包鱼(景环路店),川菜,4.63,4.75,3.99
手掌鸡饭店,川菜,4.44,4.74,3.95
朴园私家川菜(静安店),川菜,3.94,3.87,4.15
悦百味川小馆(龙湖滨江店),川菜,4.52,4.76,3.99
香霸头乌鱼片旗舰店(伏龙小区店),川菜,4.21,4.86,4.94
探鱼(来福士广场店),川菜,4.59,4.25,4.13
正兴张勇红烧兔馆,川菜,4.17,4.12,4.55
蜀匠老菜馆(总店),川菜,4.8,4.19,4.98
百年神厨(武侯新城店),川菜,4.32,4.88,4.19
明婷小馆,川菜,4.62,4.19,3.9
销魂掌(西安北路店),川菜,4.97,4.89,4.02
晶晶火锅兔(土龙公路店),川菜,4.58,4.96,4.15
盐八·自贡菜,川菜,4.67,4.94,4.74
实惠啤酒鸭(解放路二段店),川菜,4.69,4.86,4.32
鸡毛店(同兴西路店),川菜,3.93,4.34,4.64
王妈热卤·川味馆(汇锦城店),川菜,4.04,4.31,4.27
西郊记忆·河鲜馆·江湖菜(贝森店),川菜,4.38,4.71,4.25
婷儿汤馆(紫荆店),川菜,4.31,4.85,4.5
柴门头啖汤(鸿云悦街店),川菜,4.56,4.74,3.9
简比可?一个吃饭的地方,川菜,4.39,4.73,4.13
耍酒馆(望平街店),川菜,4.34,4.27,4.22
红杏酒家(人北店),川菜,4.39,4.51,3.96
老灶房乡村菜(宽窄巷子店),川菜,3.98,4.92,4.53
烤匠麻辣烤鱼(蜀都万达店),川菜,4.31,4.63,4.75
老房子元年食府(新都毗河店),川菜,4.76,4.11,4.22
功夫兔,川菜,4.16,4.02,4.51
杨三孃跷脚牛肉(鸿云悦街店),川菜,4.51,4.88,4.9
杨三孃跷脚牛肉(华润二十四城店),川菜,4.62,4.56,4.47
8号厚厨(李家沱店),川菜,4.88,4.56,4.89
红杏酒家(金府店),川菜,4.28,4.94,4.43
成都钓鱼台精品酒店·御苑大堂,川菜,4.27,4.9,4.17
友園砂锅居,川菜,4.77,4.35,4.66
大可以蘸水菜·爆炒,川菜,4.91,4.03,4.86
青莲食府,川菜,4.53,4.91,4.84
多无所谓烧烤(玉林店),川菜,3.93,4.06,4.88
小海堂.烧鹅中餐厅(太古里店),川菜,4.83,4.63,4.45
茗虾荟(世豪店),川菜,4.77,4.05,4.1
阳光院坝小龙虾(九眼桥店),川菜,3.91,4.67,4.6
霸王虾?成都麻辣小龙虾(清水河公园店),川菜,4.69,4.91,4.09
闲亭七贤同园林餐厅(九眼桥店),川菜,4.46,4.04,4.18
香霸头乌鱼片(左岸花都店),川菜,3.97,4.6,4.38
王婆婆老妈蹄花(望平街店),川菜,4.04,4.34,4.82
探鱼(凯德新南店),川菜,4.47,4.61,4.32
九一堂,川菜,3.94,4.06,4.06
森宏鱼庄,川菜,4.97,3.88,4.33
逸品捞财鱼·乌鱼汤锅馆,川菜,4.72,4.55,4.8
烤匠·麻辣烤鱼(金牛凯德店),川菜,4.01,4.78,3.91
大蓉和·卓锦酒楼(鹭岛路店),川菜,4.9,4.64,4.31
一把骨(宽窄巷子总店),川菜,4.69,4.74,4.4
陈麻婆豆腐(总店),川菜,4.66,3.98,4.79
胡桃里音乐餐厅(大悦城店),川菜,4.78,4.3,4.13
宽三人文创意川菜(成都远洋太古里店),川菜,3.91,4.14,3.88
庶人张·小院川菜(建设路店),川菜,3.92,4.16,4.51
不摆了生态川菜,川菜,4.88,4.28,4.01
先生的酒桌(银泰店),川菜,4.75,4.23,4.03
秋金小炒(天府三街店),川菜,4.08,4.85,4.37
努力餐,川菜,4.97,4.33,4.27
小鱼夫·小份烤鱼(财富又一城店),川菜,4.09,3.98,4.02
汤公汤婆·煲汤治愈所(汇锦城店),川菜,4.58,4.28,4.97
赞鱼(春熙路店),川菜,3.91,3.97,4.03
嘎嘎鸭脑壳(天府二街店),川菜,4.13,4.94,4.56
三兄弟香辣鹅唇兔头火锅,川菜,4.33,4.37,4.63
三叔特色自贡菜(中海国际店),川菜,4.06,4.08,4.85
纯银净地民谣餐厅 ·江湖菜,川菜,4.71,4.25,4.34
苗小坛酸汤鱼·捞饭,川菜,4.82,4.58,4.02
芭菲盛宴·环球美食(奥克斯广场店),川菜,4.23,4.94,4.33
君华饭店(青城山店),川菜,4.13,4.16,3.98
九锅一堂重庆家常菜(春熙群光店),川菜,4.21,4.07,4.1
米二红烧兔,川菜,4.77,4.38,4.53
巴适得板冷水鱼庄,川菜,3.96,4.06,4.9
陶苏川菜(银泰中心店),川菜,4.31,4.74,4.55
烤匠麻辣烤鱼(龙泉万达店),川菜,4.13,3.98,4.64
打牙祭餐厅 老成都的味道(石人北路店),川菜,4.09,4.16,4.39
陈麻婆豆腐(春熙店),川菜,4.02,4.04,4.1
屋李有璧山兔来凤鱼(三圣乡店),川菜,4.56,4.11,4.3
探鱼(龙湖滨江店),川菜,4.85,4.45,4.48
山城外老坛酸菜鱼(群光旗舰店),川菜,4.18,4.3,4.59
南堂馆·新川菜(银泰in99店),川菜,4.25,4.21,4.48
铜锅居(武侯祠店),川菜,4.28,3.99,4.21
探鱼(金牛凯德店),川菜,4.03,4.32,4.3
张烤鸭·冒烤鸭(绿地468店),川菜,4.26,3.93,4.67
寇家大院,川菜,4.19,4.04,4.05
探鱼(龙湖·金楠天街店),川菜,4.76,4.56,4.76
蛙三泡椒牛蛙(来福士店),川菜,4.32,4.37,4.23
坐井百年江湖菜(大源国际店),川菜,4.65,4.27,4.84
南堂听香(桂溪店),川菜,4.13,4.08,4.24
蜀府宴语(天府店),川菜,4.36,4.46,4.09
二孃鸡爪爪(东风路总店),川菜,4.64,4.53,4.68
大舍私家菜馆(曼哈顿店),川菜,4.65,4.59,4.22
南堂馆·新川菜(天府店),川菜,4.13,4.62,4.33
烤匠麻辣烤鱼(温江店),川菜,4.13,4.59,4.9
耍酒馆(郫县店),川菜,4.21,4.51,4.21
鱼醉干锅纸包鱼,川菜,4.07,3.94,4.81
乡之味自贡一绝鲜锅兔,川菜,4.48,4.82,4.25
霸王虾·成都麻辣小龙虾(鹭洲里店),川菜,4.31,4.35,3.96
久喆家·吃,川菜,4.3,3.91,4.04
百年神厨(天府长城店),川菜,4.27,4.57,4.38
陶然小馆(紫荆店),川菜,4.35,4.89,4.45
赞鱼(鹏瑞利店),川菜,4.79,4.81,4.26
幸福·柴火鸡(三圣乡店),川菜,4.83,4.23,4.2
红星饭店,川菜,4.49,3.92,4.5
向师饭店,川菜,4.62,3.94,4.02
石锅耙泥鳅(太古里店),川菜,4.82,4.31,4.72
随和家宴酒楼(青羊宫店),川菜,4.19,4.71,4.92
拂晓(中粮鸿云悦街店),川菜,4.6,4.4,4.29
不二隐庐(院里店),川菜,4.2,4.3,4.17
太二酸菜鱼(银泰中心in99店),川菜,4.05,4.84,3.94
柴门头啖汤(奥克斯店),川菜,3.99,4.76,4.74
苏帮主三样菜(高新店),川菜,4.97,4.05,4.25
情妹妹干锅锅(春熙路店),川菜,4.19,4.34,4.81
邀月·地道川菜,川菜,4.96,4.7,4.72
Lee叔叔的龙虾馆·江湖菜(金仙桥店),川菜,4.81,4.69,4.27
兰馨园川菜清真馆(339电视塔店),川菜,4,4.56,3.93
见山书院,川菜,4.18,4.15,4.91
大蓉和(天府店),川菜,4.67,4.89,4.18
有红鸡毛店(大源店),川菜,3.99,4.44,3.89
大榛·卤菜火锅(太古里店),川菜,4.95,3.23,3.89
三哥田螺,川菜,4.32,4.7,4.83
老砂锅,川菜,4.13,4.8,4.06
老房子金沙元年食府(遗址路店),川菜,4.44,4.54,4.49
彪彪烧鸭店,川菜,4.38,4.05,4.93
茗虾荟(凯德广场店),川菜,4.88,4.83,4.38
贼鱼鲜藿香烤鱼(犀浦凯德店),川菜,4.58,4.35,4.67
探掌·香锅·烤鱼,川菜,4.31,4.71,4.72
人民食堂(玉林东街店),川菜,4.33,4.58,4.27
自贡盐帮江湖菜,川菜,4.4,4.18,4.75
十字坡纸包鱼,川菜,4.49,4.83,4.16
蓉庭花园餐厅,川菜,4.54,4.76,4.56
小师傅脆鳝鱼,川菜,4.3,4.14,4.49
小魚夫·小份烤鱼(龙湖时代天街店),川菜,4.42,4.78,4.75
拔萃花园餐厅(象南里店),川菜,3.99,4.72,3.99
翘眉鲜蘸水肥肠(宽窄巷子店),川菜,4.91,3.91,4.03
蛙三泡椒牛蛙(大悦城店),川菜,4.64,4.18,4.48
大小喜吃匠心集(银泰in99店),川菜,4.21,4.26,3.91
禅心私房菜公馆(科华北路店),川菜,4.93,4.11,4.26
三样菜,川菜,3.87,4.56,4.12
兔行天下(光华店),川菜,4.02,4.89,3.92
不二隐庐(百花店),川菜,4.52,4.25,4.03
花娇私房菜,川菜,4.92,4.78,4.57
小馋院(麓湖店),川菜,4.37,4.48,4.18
晶泽雅厨,川菜,4.44,4.14,4.29
悟园(花照壁店),川菜,4.24,4.9,4.07
潼南太安名鱼,川菜,4.61,4.98,4.82
泰香米泰国餐厅(成都大悦城店),川菜,4.13,4.5,4.68
食畫坊北京烤鸭(厂北路总店),川菜,4.85,4.07,4.71
忆家味妈妈菜,川菜,4.55,4.12,4.12
南堂馆·新川菜(天府三街店),川菜,4.39,4.73,4.88
六月雪(凯德天府店),川菜,4.04,4.81,4.87
杨记江油烧肥肠,川菜,4.94,4.32,4.13
兔行天下(金沙时代生活广场总店),川菜,4.49,4,4.9
外婆家香村鱼土碗菜,川菜,4.37,4.56,4.08
山城外老坛酸菜鱼(新都七一国际广场店),川菜,4.92,4.15,4.9
九锅一堂重庆家常菜(新南凯德店),川菜,4.92,3.94,4.24
火爆大师,川菜,4.81,4.09,4.93
蒸小碗,川菜,4.94,4.17,4.29
山城外老坛酸菜鱼(西宸天街店),川菜,4.59,3.94,4.74
蛙小侠(龙湖西宸天街店),川菜,4.21,4.21,4.91
鲜逸食坊,川菜,4.95,4.02,4.96
九锅一堂重庆家常菜(春熙银石店),川菜,4.17,4.13,4.95
斗鸡饭场伙·川菜(浆洗街店),川菜,4.03,4.31,4.19
巴国布衣·新川菜(龙湖西宸天街店),川菜,4.92,4.07,3.95
俏江南(春熙路IFS店),川菜,4.12,4.18,4.12
盐城人家总店,川菜,4.79,4.79,4.33
禅蕴素食生活馆,川菜,4.15,4.8,4.74
游血旺,川菜,4.57,4.39,4.52
四川航空机餐,川菜,4,4.03,4.47
梁三哥鸡肉·源于一九九六年(青城山店),川菜,4.27,4.56,4.96
屋李有璧山兔来凤鱼(华阳店),川菜,4.67,4.39,3.99
甦杏鸡毛店(双流广场店),川菜,4.06,4.53,4.21
水煮道·麻辣水煮鱼(新都七一店),川菜,4.45,4.43,4.88
柴悦.头啖汤(仁和春天店),川菜,4.21,4,4.19
拾悦花园餐厅,川菜,4.83,4.52,3.56
大海湾酒楼(人南店),川菜,4.06,4.39,4.59
翰琨味1969文化川菜,川菜,4.93,4,4.14
百姓百味民间拿手川菜(青白江店),川菜,4.84,4.03,4.41
私飨·意境文化川菜(成都远洋太古里店),川菜,4.85,4.28,4.69
金芙蓉耗儿鱼·汤锅干锅馆(太古里店),川菜,4.72,4.47,4.41
王妈热卤·川味馆(华阳店),川菜,4.35,4.35,4.2
情妹妹干锅锅(建设路店),川菜,4,4.21,4.42
和锦花园餐厅.宴会.农家乐.川菜,川菜,4.04,4.45,4.61
泥巴鳝鱼,川菜,4.95,4.04,4.59
赤香(银河店),川菜,4.95,4.89,4.53
希尔顿酒店·御玺中餐厅,川菜,4.51,3.87,4.94
鳅香泥鳅特色主题餐厅,川菜,4.96,4,4.66
滋味烤鱼(天府店),川菜,4.27,4.38,4.36
雅安三大爷土菜馆,川菜,4.54,4.99,4.82
南堂听香·新川菜(悠方店),川菜,4.17,4.07,3.98
妙品壹汤川菜酒馆,川菜,3.2,3.28,4.95
庭院399(净居寺店),川菜,4.01,3.91,4.84
人民食堂(高升桥店),川菜,3.96,4.55,4.63
宏兔(香木林总店),川菜,4.74,4.89,4.88
耍酒馆(马家花园店),川菜,4.11,4.59,4.64
百年神厨(紫荆店),川菜,4.52,4.8,3.89
刘血旺,川菜,4.92,4.98,4.27
南堂小馆·新川菜(伊藤广场店),川菜,4.09,4.07,4.28
钟鸭子(观景路店),川菜,4.83,3.98,4.16
御鳝房餐厅六合土鳝鱼,川菜,3.96,4.78,4.77
六合居·六合大牌档.特色川、湘菜结合,川菜,4.84,4.39,4.93
成都院子酒店,川菜,4.07,4.02,4.42
醉义仙,川菜,4.05,3.87,4.95
小龙山泡椒兔(金沙店),川菜,4.36,4.66,3.93
回水镇·江湖菜,川菜,4.8,4.86,4.14
探鱼(阳光百货店),川菜,4.34,4.84,4.87
天府滇味餐厅,川菜,4.11,4.14,4.98
崇德里 吃过·食舍,川菜,4.52,4.38,4.61
鱼哥子(新津店),川菜,4.27,4.21,4.32
大蓉和(拉德方斯店),川菜,4.62,4.31,4.8
问道食府(青城山店),川菜,4.56,4.12,4.08
曹疯子烤鱼,川菜,4.79,4.03,4.82
兔行天下(中海国际店),川菜,4.57,4,4.24
有鱼吃·超下饭的蒜香纸包烤鱼(银石店),川菜,4.01,4.84,4.25
九尺剔骨肉,川菜,4.82,4.82,4.98
成都味道三缺一(簇桥店),川菜,4.51,4.29,3.63
天艺村休闲庄,川菜,4.43,4.64,4.23
烂龙牛肉馆,川菜,4.42,3.98,4.2
老灶房乡村菜(武侯祠店),川菜,4.03,4.59,4.85
峨影食堂,川菜,4.13,4.56,4.7
青庐漫味,川菜,4.84,4.45,4.27
成都味道三缺一(新北店),川菜,4.14,4.21,4.63
王妈热卤·川味馆(中海店),川菜,4.87,4.06,4.07
彩云南天麻火腿鸡(龙湖时代天街店),川菜,4.69,4.3,4.21
饭醉·特色餐厅,川菜,4.57,4.24,4.42
百花小院,川菜,4.59,4.21,4.46
75号纸包鱼,川菜,4.43,4.66,4.31
尚点一骨香大盆骨(彭州店),川菜,4.82,4.54,4.07
林一家私房菜·辣炒川菜(春熙路店),川菜,4.53,4.93,4.98
飞龙山庄·宴会·农家乐,川菜,3.87,4.59,4.4
院8里老川菜小酒场(鹭洲里店),川菜,4.9,4.07,4.04
九锅一堂家常菜(环球中心店),川菜,4.58,4.47,4.02
蜀帛烤鸭,川菜,4.58,4.31,3.96
卞氏菜根香(航空路旗舰店),川菜,4.52,4.96,4.51
柴门头啖汤(鹭岛国际店),川菜,3.9,3.88,4.09
鱼小二巫山纸包鱼,川菜,4.8,4.7,4.93
梓楠餐厅,川菜,4.72,4.3,4.8
探鱼(青羊万达店),川菜,4.63,4,4.93
老房子民风酒楼·水墨红(欢乐谷店),川菜,4.4,4.67,4.15
周记盆盆虾,川菜,4.35,4.01,4.2
胡桃里音乐餐厅(温江店),川菜,4.32,4.84,3.88
赵氏桥头饭店【都江堰店】,川菜,4.53,4.78,4.04
井河小灶,川菜,4.53,4.15,4.66
蛙三泡椒牛蛙(万象城店),川菜,4.22,4.57,4.51
有鱼吃·超下饭的蒜香纸包烤鱼(金牛凯德广场店),川菜,4.12,4.98,4.74
胖哥来凤鱼,川菜,4.04,4.28,4.65
南烹川调(科华店),川菜,4.97,4.28,4.57
三合一味·传家菜,川菜,4.67,4.49,4.5
柴门·柴悦(兴隆湖店),川菜,4.22,4.59,4.5
乡土柴火鸡(大世界商业广场店),川菜,4.07,4.97,4.86
钟鸭子(建设路旗舰店),川菜,4.3,4.39,4.46
陶然小馆(交大店),川菜,4.61,4.02,4.47
曾牛肉(金沙店),川菜,4.08,4.07,4.4
迎三江火锅兔,川菜,4.91,4.36,4.75
老字号万州烤鱼,川菜,4.89,4.02,3.88
锦衣卫·江湖菜馆(九眼桥店),川菜,4.09,4.02,3.92
九锅一堂重庆家常菜(来福士店),川菜,4.92,4.69,4.73
水云涧生态庭院·农家乐,川菜,3.96,4.56,4.82
金香玉卤肥肠,川菜,4.01,4.72,3.96
火超鲜锅兔,川菜,4.44,3.93,3.96
川心见水煮鱼(新华店),川菜,4.6,4.51,4.61
全城一号音乐餐吧(广都店),川菜,4.88,4.82,4.56
山里,川菜,4.29,4.37,4.45
院里江湖,川菜,4.41,4.55,3.71
雨田饭店,川菜,4.13,4.73,4.9
山城外老坛酸菜鱼(滨江天街店),川菜,4.75,4.87,4.17
八珍玉食鲜汤馆·花胶鸡(世纪城店),川菜,4.53,3.96,4.54
庹血旺,川菜,4.07,4.98,4.24
晶泽丽琅印象美食(静安路店),川菜,4.31,4.69,4.91
三绝烤鱼(中和店),川菜,4.47,4.79,4.87
泊醉山泉火锅,川菜,4.95,4.18,4.48
遵生小院,川菜,3.95,4.28,4.35
大蓉和.卓锦酒楼(华府店),川菜,4.76,4.46,4.54
嘎嘎鸭脑壳(八宝街店),川菜,4.04,4.21,4.22
会府小院,川菜,4.32,4.57,4.16
文杏酒楼,川菜,3.91,4.9,4.75
蛙三泡椒牛蛙(高新悠方店),川菜,4.07,4.18,4.77
山城外老坛酸菜鱼(伊藤广场店),川菜,4.34,3.87,4.38
谢氏红高粱·海鲜酒楼(红牌楼店),川菜,4.8,4.5,4.22
肖仙仙小龙虾(三官堂店),川菜,4.46,4.96,4.74
成都映象(总店),川菜,4.52,4.48,4.81
客猫儿·烤鱼,川菜,4.17,4.68,4.89
柒桌·传承川菜(猛追湾街店),川菜,4.13,4.53,4.34
俏江南(新世纪环球中心店),川菜,4.12,4.87,4.49
城南神仙树菜馆,川菜,4.71,4.06,4.22
大小喜吃匠心集(凯德新南店),川菜,4.12,4.23,3.92
伟伟鸭脑壳·十年老店(广都店),川菜,4.93,4.5,4.44
蛙儿哒.美蛙烤鱼餐厅,川菜,4.77,4.83,4.36
南堂小馆·新川菜(德商店),川菜,4.87,4.92,4.97
天趣紫园·地道川菜,川菜,3.88,4.44,4.44
天府掌柜(太古里店),川菜,4.57,4.22,4.23
温鸭子(东光店),川菜,4.08,4.02,4.64
柴门头啖汤(蜀金路店),川菜,3.9,4.15,4.3
王牌小龙虾(锦华万达店),川菜,4.23,4.42,4.57
酒河小院老成都家常菜(塔子山公园店),川菜,4.46,4.3,4.33
天香仁和酒楼(九眼桥店),川菜,4.05,4.74,4.06
瓦库26号(天府三街店),川菜,4.69,3.97,4.01
土桥手掌鸡(都江堰店),川菜,3.92,4.89,4.29
六合居(簇锦店),川菜,4.34,4.32,3.97
麻度°鱼里(广都店),川菜,4.49,4.75,4.48
自贡嫩鱼馆(祥和里店),川菜,4.36,3.97,4.11
叠翠园特色中餐,川菜,4.94,4.06,4.18
印象泰和园(太清店),川菜,4.4,3.93,4.85
南烹川调(汇锦城店),川菜,4.77,4.37,4.09
探鱼(龙湖三千集店),川菜,4.05,4.5,4.26
锦衣卫·江湖菜馆(太古里店),川菜,4.3,4.42,4.34
成都味道三缺一(成科店),川菜,4.41,3.95,4.52
陈婆婆传统菜(玉林店),川菜,4.05,4.88,4.19
椒咖脆肉鲩鱼(泛悦国际店),川菜,4.5,4.32,3.96
大蓉和酒楼(外双楠店),川菜,4.61,4.25,4.88
惠康五样菜·自贡特色菜,川菜,4.77,4.97,4.93
隐约小小的岛,川菜,3.83,4.94,3.61
温江公平红烧兔(总店),川菜,4.21,4.71,4.36
四方阁酒楼(玉琢金沙店),川菜,3.95,4.04,4.04
廖玖玖璧山兔来凤鱼江湖菜,川菜,4.65,4.91,4.74
宽庭,川菜,4.12,4.12,4.4
杨鸡肉(川味寻香体验店),川菜,4.72,4.78,4.3
三和园私家菜(总店),川菜,4.29,4.15,4.76
展劲跷脚牛肉(望平街总店),川菜,4.93,4.87,4.97
糯阿糯特色干锅(中海国际店),川菜,3.95,3.93,4.28
鱼乐音乐餐吧·烤鱼(龙泉总店),川菜,4.86,4.86,4.9
辣手菜(大华街店),川菜,4.18,4.54,4.95
大蓉和(沙河店),川菜,4.79,4.17,4.99
大厨小味(清溪店),川菜,4.2,4.68,4.7
鳍合轩(桐梓林店),川菜,4.75,3.99,4.48
老泡鱼儿,川菜,4.97,4.31,4.61
长岛天堂洲际酒店,川菜,3.99,4.23,4.15
宴遇炭火蛙锅(新街里店),川菜,4.89,4.25,4.77
虹口烤兔,川菜,4.12,3.89,3.92
大厨小味(十陵店),川菜,4.05,4.1,3.06
山城外老坛酸菜鱼(龙泉万达店),川菜,4.57,4.21,4.28
古市香跷脚牛肉,川菜,4.89,3.97,4.09
二钳洞庭虾蟹主题餐厅,川菜,4.3,4.53,4.43
憶乡缘土菜,川菜,2.9,4.62,3.91
转转会(西门迎宾大道店),川菜,4.59,4.38,4.7
一品堂土鳝鱼(土龙路店),川菜,4.71,4,4.68
荣园餐馆,川菜,4.29,3.93,4.2
花间别院(凤凰店),川菜,3.95,4.92,4.53
喜悦大舍川菜(铁像寺店),川菜,4.92,4.12,4.46
冯四孃跷脚牛肉(银泰城店),川菜,4.46,4.2,4.28
蝶语·韵,川菜,4.69,4.55,4.86
大千河畔,川菜,4.95,4.1,4.12
麻老幺·干锅(光华中心店),川菜,4.84,3.89,4.57
阳光院坝小龙虾(高攀路店),川菜,4.35,4.68,4.65
二孃鸡爪爪(华阳店),川菜,3.97,4.5,4.09
吹得牛纸包鱼(和韵路店),川菜,4.26,4.03,4.05
糯阿糯特色干锅(金沙店),川菜,4.92,4.84,4.27
阳光院坝小龙虾(玉林店),川菜,4.15,4.46,4.22
成都味道三缺一(世茂店),川菜,4.14,4.17,4.54
私飨意境文化川菜(水璟唐旗舰店),川菜,4.79,4.56,4.53
凡朴农场,川菜,4.66,4.17,4.09
二钳·洞庭虾蟹(高新upark店),川菜,4.42,4.75,4.5
有红鸡毛店(锦里西路店),川菜,4.24,4.05,4.53
夜不收荤豆花(大邑总店),川菜,4.95,4.57,4.35
秋金小炒(群光店),川菜,4.42,4.83,4.66
鳍合轩(濠璟店),川菜,4.27,4.46,3.96
柒个味·川味馆(春熙店),川菜,4.74,4.77,4.42
成都里鸡毛民间菜,川菜,4.11,3.98,3.88
转转会(沙河店),川菜,3.93,4.31,4.19
一菜一格(家常菜),川菜,4.37,4.66,4.37
清真皇城壩牛肉,川菜,4.29,4.75,4.13
百姓鸡毛店(天府新区店),川菜,4.25,4.92,4.5
老桥张羊肉,川菜,3.88,4.49,4.7
九锅一堂重庆家常菜(大悦城店),川菜,4.69,4.59,4.93
烹匠耙货·耙鸭掌·耙鸡爪·耙猪蹄(龙湖北城店),川菜,4.1,4.43,4.03
情妹妹干锅锅(复城国际店),川菜,4.98,4.42,4.55
晶泽竹菴文化院子,川菜,4.52,4.15,4.95
蜀宴小调.精致家常菜(桐梓林店),川菜,4.18,3.88,4.74
蜀江春(交大店),川菜,4.69,4.33,4.19
蜀宴小调(银沙店),川菜,3.87,4.11,4.09
滋味烤鱼(莲桂店),川菜,3.97,4.79,4.74
燊食·自贡菜体验中心(火车南站店),川菜,4.13,2.89,4.42
李记重庆黔江鸡杂王,川菜,4.28,4.21,4.31
抚琴叁号,川菜,4.42,4.03,3.96
阳光院坝小龙虾(SM广场店),川菜,4.76,4.29,4.58
恬记MIX耗儿鱼(新街里店),川菜,4.72,4.24,3.93
成都田园印象(华阳直营店),川菜,4.92,4.89,4.58
余肥肠(恒大广场店),川菜,4.68,4.32,4.12
美食美客纸上烤鱼,川菜,4.81,4.71,4.96
山城外老坛酸菜鱼(青羊万达店),川菜,4.64,4.27,4.26
茅屋大酒店,川菜,4.87,4.93,4.48
炳林牛肉1986年,川菜,4.65,4.7,4.87
九指跷脚牛肉(银泰城店),川菜,3.95,4.34,4.34
泸贰馆子·泸州江湖菜,川菜,4.94,4.36,4.18
有鱼吃·蒜香纸包烤鱼(银泰店),川菜,4.1,4.5,4.98
鼎上烧(温江店),川菜,4.71,4.76,4.06
印象盐帮菜(鲁能城店),川菜,4.41,4.54,3.45
好吃兔,川菜,4.17,4.2,4.29
转转会(象南里店),川菜,3.88,4.04,4.75
销魂掌·干锅烧烤小龙虾(华阳直营店),川菜,3.88,4.95,4.81
六合居(成双大道店),川菜,4.1,4.82,4.93
蜀宴小调.精致家常菜(来福士店),川菜,4.7,4.88,4.69
彭食记-达州菜主题餐厅,川菜,4.07,4.49,4.59
一把骨(凯德天府店),川菜,4.11,3.56,3.27
销魂掌·干锅烧烤小龙虾(鹭洲里直营店),川菜,3.95,4.22,4.57
薛涛(川师店),川菜,4.17,4.99,4.01
铜锅洋芋饭(王府井店),川菜,4.29,4.78,4.89
蜀味小灶,川菜,3.98,4.85,4.72
九锅一堂重庆家常菜(银泰城店),川菜,3.68,3.26,3.14
悦百味酒楼(彭州店),川菜,2.99,4.71,4.21
凤亭(保利中心店),川菜,4.6,3.94,3.94
玫瑰小镇私人花园订制餐厅(三圣乡店),川菜,4.05,4.13,4.81
